"dien_tich","gia","dia_chi","huong","link_source","lon","lat"
"Di<U+1EC7>n tích: 30 m2","Giá: 700 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xã Ðàn 2, Phu<U+1EDD>ng Nam Ðô`ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 700 tri<U+1EC7>u ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van C<U+1EEB>, Phu<U+1EDD>ng B<U+1ED3> Ð<U+1EC1>, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 42 m2","Giá: 730 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ðình Thôn, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",105.770146,21.0344798
"Di<U+1EC7>n tích: 85 m2","Giá: 23 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Ð<U+1EE9>c Th<U+1ECD>, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",105.7809735,21.0177304
"Di<U+1EC7>n tích: 436 m2","Giá: 24,275 t<U+1EF7> ","Ðu<U+1EDD>ng Ph<U+1EA1>m Hùng, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 86 m2","Giá: 3,4 t<U+1EF7> ","Ðu<U+1EDD>ng Ð<U+1EA1>i L<U+1ED9> Thang Long, Phu<U+1EDD>ng M<U+1EC5> Trì, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 86 m2","Giá: 3,2 t<U+1EF7> ","Ðu<U+1EDD>ng Hàm Nghi, Phu<U+1EDD>ng C<U+1EA7>u Di<U+1EC5>n, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 54 m2","Giá: 1,08 t<U+1EF7> ","Ðu<U+1EDD>ng Ð<U+1EC1>n L<U+1EEB> 2, Phu<U+1EDD>ng Hoàng Van Th<U+1EE5>, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",NA,NA
"Di<U+1EC7>n tích: 43 m2","Giá: 1,5 t<U+1EF7> ","Ph<U+1ED1> Ch<U+1EE3> Khâm Thiên, Phu<U+1EDD>ng Khâm Thiên, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--48.html#",105.7858997,21.0656792
"Di<U+1EC7>n tích: 38 m2","Giá: 680 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",NA,NA
"Di<U+1EC7>n tích: 74 m2","Giá: 26 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Ð<U+1EA1>i M<U+1ED7>, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",NA,NA
"Di<U+1EC7>n tích: 61 m2","Giá: 1,27 t<U+1EF7> ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.740875,21.027983
"Di<U+1EC7>n tích: 62 m2","Giá: 20 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.8083282,21.0203116
"Di<U+1EC7>n tích: 133 m2","Giá: 31 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.8036427,21.0010811
"Di<U+1EC7>n tích: 107 m2","Giá: 32 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Van Thiêm, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",NA,NA
"Di<U+1EC7>n tích: 130 m2","Giá: 4,7 t<U+1EF7> ","Ph<U+1ED1> Tr<U+1EA7>n Ðang Ninh, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.7945499,21.0347606
"Di<U+1EC7>n tích: 65 m2","Giá: 1,95 t<U+1EF7> ","Ðu<U+1EDD>ng C<U+1EA7>u Gi<U+1EA5>y, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",NA,NA
"Di<U+1EC7>n tích: 47 m2","Giá: 800 tri<U+1EC7>u ","Ðu<U+1EDD>ng H<U+1ED3> Tùng M<U+1EAD>u, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.8045357,21.0597044
"Di<U+1EC7>n tích: 32 m2","Giá: 530 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.7561817,20.9717535
"Di<U+1EC7>n tích: 47 m2","Giá: 850 tri<U+1EC7>u ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Duong N<U+1ED9>i, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",NA,NA
"Di<U+1EC7>n tích: 34 m2","Giá: 595 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.7963563,21.0267009
"Di<U+1EC7>n tích: 43 m2","Giá: 930 tri<U+1EC7>u ","Ph<U+1ED1> Hoa B<U+1EB1>ng, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.8211206,21.0434599
"Di<U+1EC7>n tích: 32 m2","Giá: 620 tri<U+1EC7>u ","Ðu<U+1EDD>ng Th<U+1EE5>y Khuê, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.7997775,21.0216205
"Di<U+1EC7>n tích: 32 m2","Giá: 660 tri<U+1EC7>u ","Ph<U+1ED1> Quan Hoa, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.799225,20.9977635
"Di<U+1EC7>n tích: 104 m2","Giá: 3,4 t<U+1EF7> ","Ph<U+1ED1> Ng<U+1EE5>y Nhu Kon Tum, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",NA,NA
"Di<U+1EC7>n tích: 61 m2","Giá: 1,84 t<U+1EF7> ","Ph<U+1ED1> Hoàng Van Thái, Phu<U+1EDD>ng Khuong Trung, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.8206602,21.0156219
"Di<U+1EC7>n tích: 99 m2","Giá: 5,8 t<U+1EF7> ","Ph<U+1ED1> Hoàng C<U+1EA7>u, Phu<U+1EDD>ng Ô Cho<U+0323> Du`a, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.8083282,21.0203116
"Di<U+1EC7>n tích: 149 m2","Giá: 31 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",NA,NA
"Di<U+1EC7>n tích: 123 m2","Giá: 31 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--49.html#",105.8128851,21.0153717
"Di<U+1EC7>n tích: 147 m2","Giá: 31 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Láng H<U+1EA1>, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.799529,21.0107492
"Di<U+1EC7>n tích: 100 m2","Giá: 4,6 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n Duy Hung, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.8046507,21.0098474
"Di<U+1EC7>n tích: 75 m2","Giá: 29 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Nguy<U+1EC5>n Th<U+1ECB> Ð<U+1ECB>nh, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.8078849,21.0119885
"Di<U+1EC7>n tích: 80 m2","Giá: 29,5 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Nguy<U+1EC5>n Ng<U+1ECD>c Vu, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 134 m2","Giá: 28 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vu Ph<U+1EA1>m Hàm, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 53 m2","Giá: 39,5 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Ph<U+1EA1>m Ng<U+1ECD>c Th<U+1EA1>ch, Phu<U+1EDD>ng Kim Liên, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.8325295,21.0157366
"Di<U+1EC7>n tích: 28 m2","Giá: 810 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xã Ðàn 2, Phu<U+1EDD>ng Nam Ðô`ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.8492616,21.0104737
"Di<U+1EC7>n tích: 44 m2","Giá: 830 tri<U+1EC7>u ","Ðu<U+1EDD>ng Lê Ð<U+1EA1>i Hành, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.8180319,20.9887717
"Di<U+1EC7>n tích: 36 m2","Giá: 600 tri<U+1EC7>u ","Ðu<U+1EDD>ng Bùi Xuong Tr<U+1EA1>ch, Phu<U+1EDD>ng Khuong H<U+1EA1>, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 35 m2","Giá: 600 tri<U+1EC7>u ","Ðu<U+1EDD>ng L<U+1EA1>c Long Quân, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 37 m2","Giá: 990 tri<U+1EC7>u ","Ph<U+1ED1> Hoa Lu, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 31 m2","Giá: 740 tri<U+1EC7>u ","Ph<U+1ED1> Hoa B<U+1EB1>ng, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 42 m2","Giá: 800 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ðình Thôn, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 44 m2","Giá: 830 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ð<U+1EA1>i C<U+1ED3> Vi<U+1EC7>t, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.8296519,21.0346692
"Di<U+1EC7>n tích: 32 m2","Giá: 800 tri<U+1EC7>u ","Ph<U+1ED1> Ð<U+1ED9>i c<U+1EA5>n, Phu<U+1EDD>ng Ð<U+1ED9>i C<U+1EA5>n, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 500 tri<U+1EC7>u ","Ðu<U+1EDD>ng L<U+1EA1>c Long Quân, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 28 m2","Giá: 600 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ph<U+1EA1>m Hùng, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",105.8045357,21.0597044
"Di<U+1EC7>n tích: 32 m2","Giá: 600 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 46 m2","Giá: 750 tri<U+1EC7>u ","Ðu<U+1EDD>ng Hoàng Qu<U+1ED1>c Vi<U+1EC7>t, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 38 m2","Giá: 700 tri<U+1EC7>u ","Ðu<U+1EDD>ng Lê Ð<U+1EE9>c Th<U+1ECD>, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--50.html#",NA,NA
"Di<U+1EC7>n tích: 44 m2","Giá: 830 tri<U+1EC7>u ","Ðu<U+1EDD>ng Vân H<U+1ED3> III, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",105.8464592,21.0090917
"Di<U+1EC7>n tích: 44 m2","Giá: 830 tri<U+1EC7>u ","Ðu<U+1EDD>ng Vân H<U+1ED3> III, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",105.8721945,21.043669
"Di<U+1EC7>n tích: 32 m2","Giá: 700 tri<U+1EC7>u ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van C<U+1EEB>, Phu<U+1EDD>ng B<U+1ED3> Ð<U+1EC1>, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 700 tri<U+1EC7>u ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van C<U+1EEB>, Phu<U+1EDD>ng B<U+1ED3> Ð<U+1EC1>, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",105.8206602,21.0156219
"Di<U+1EC7>n tích: 58 m2","Giá: 1,3 t<U+1EF7> ","Ph<U+1ED1> Hoàng C<U+1EA7>u, Phu<U+1EDD>ng Ô Cho<U+0323> Du`a, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
"Di<U+1EC7>n tích: 60 m2","Giá: 26 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Hoàng C<U+1EA7>u, Phu<U+1EDD>ng Ô Cho<U+0323> Du`a, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",105.8558394,20.9989666
"Di<U+1EC7>n tích: 50 m2","Giá: 1,2 t<U+1EF7> ","Ph<U+1ED1> H<U+1ED3>ng Mai, Phu<U+1EDD>ng Quy`nh Lôi, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
"Di<U+1EC7>n tích: 34 m2","Giá: 890 tri<U+1EC7>u ","Ph<U+1ED1> Hoa Lu, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
"Di<U+1EC7>n tích: 48 m2","Giá: 960 tri<U+1EC7>u ","Ðu<U+1EDD>ng H<U+1ED3> Tùng M<U+1EAD>u, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",105.818807,20.9972257
"Di<U+1EC7>n tích: 50 m2","Giá: 830 tri<U+1EC7>u ","Ph<U+1ED1> Khuong Trung m<U+1EDB>i, Phu<U+1EDD>ng Khuong Trung, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
"Di<U+1EC7>n tích: 55 m2","Giá: 1,41 t<U+1EF7> ","Ðu<U+1EDD>ng Ð<U+1EA1>i C<U+1ED3> Vi<U+1EC7>t, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",105.7805149,21.0351188
"Di<U+1EC7>n tích: 48 m2","Giá: 950 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ph<U+1EA1>m Hùng, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
"Di<U+1EC7>n tích: 46 m2","Giá: 1,05 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n Duy Hung, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
"Di<U+1EC7>n tích: 50 m2","Giá: 830 tri<U+1EC7>u ","Ph<U+1ED1> Khuong H<U+1EA1>, Phu<U+1EDD>ng Khuong Trung, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--51.html#",NA,NA
